name,time,humidity,info,location,sensor_id,temperature
senzore_data,1745140150763551379,51.3,SHT20,"48.9757129374215,17.08574914434807",1,19.8
senzore_data,1745141181821038012,50.8,SHT20,"48.9757129374215,17.08574914434807",1,20.2
senzore_data,1745142029823122911,50.3,SHT20,"48.9757129374215,17.08574914434807",1,20.5
senzore_data,1745142947826474688,51.6,SHT20,"48.9757129374215,17.08574914434807",1,20.8
senzore_data,1745143736816036075,50.5,SHT20,"48.9757129374215,17.08574914434807",1,21.2
senzore_data,1745144499795961295,49.2,SHT20,"48.9757129374215,17.08574914434807",1,21.6
senzore_data,1745145237841688366,47.7,SHT20,"48.9757129374215,17.08574914434807",1,21.9
senzore_data,1745146000766055747,47.1,SHT20,"48.9757129374215,17.08574914434807",1,21.9
senzore_data,1745147237801076831,47.9,SHT20,"48.9757129374215,17.08574914434807",1,22.1
senzore_data,1745148175871198602,47.9,SHT20,"48.9757129374215,17.08574914434807",1,22.3
senzore_data,1745149330804096489,46.6,SHT20,"48.9757129374215,17.08574914434807",1,22.7
senzore_data,1745150068832537387,47.2,SHT20,"48.9757129374215,17.08574914434807",1,22.8
senzore_data,1745151156872947393,44.5,SHT20,"48.9757129374215,17.08574914434807",1,23.2
senzore_data,1745151757849123943,45.5,SHT20,"48.9757129374215,17.08574914434807",1,23.4
senzore_data,1745152657784757655,45.8,SHT20,"48.9757129374215,17.08574914434807",1,23.1
senzore_data,1745153616858090476,46.8,SHT20,"48.9757129374215,17.08574914434807",1,23.2
senzore_data,1745154598872000674,45.9,SHT20,"48.9757129374215,17.08574914434807",1,23.1
senzore_data,1745155603829067048,45.8,SHT20,"48.9757129374215,17.08574914434807",1,22.8
senzore_data,1745156608808036670,45.7,SHT20,"48.9757129374215,17.08574914434807",1,23.0
senzore_data,1745157728857020850,45.5,SHT20,"48.9757129374215,17.08574914434807",1,23.4
senzore_data,1745158628893866258,44.5,SHT20,"48.9757129374215,17.08574914434807",1,23.9
senzore_data,1745159354783855057,44.3,SHT20,"48.9757129374215,17.08574914434807",1,23.7
senzore_data,1745160442835479899,43.1,SHT20,"48.9757129374215,17.08574914434807",1,23.9
